ticketid,person,age,seat,team,eventType,date,gate,products,target,Softdrink,Beer,Hotdog,Book
305,Lexi Kester,32,B20,,,8-Feb,B,"[Softdrink,Hotdog,Book]",False,True,False,True,True
9,Connie Nadia,32,B20,,,19-Jan,B,"[Softdrink,Book,Beer]",False,True,True,False,True
201,Justina Marisa,38,B20,,,5-Feb,B,"[Softdrink,Book,Beer]",False,True,True,False,True
128,Kade Fae,21,B20,,,22-Feb,B,[Softdrink],False,True,False,False,False
164,Lorraine Alyse,34,B20,,,11-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
373,Baxter Georgene,24,B20,,,14-Feb,B,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
434,Marcy Ruthie,21,B20,,,19-Feb,B,[Softdrink],False,True,False,False,False
460,Ty Jenessa,33,B20,,,22-Feb,B,[Hotdog],False,False,False,True,False
143,Kade Fae,21,B20,,,24-Feb,B,"[Hotdog,Beer]",False,False,True,True,False
449,Sinclair Blythe,30,B20,,,21-Feb,B,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
90,Mikayla Nevil,24,B20,,,19-Feb,B,"[Hotdog,Beer]",False,False,True,True,False
234,Rebekah Sharlene,40,B2,,,2-Feb,B,"[Softdrink,Book]",False,True,False,False,True
134,Tad Kathryn,29,B2,,,24-Feb,B,"[Hotdog,Beer]",False,False,True,True,False
319,Rebekah Sharlene,40,B2,,,9-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
0,Roseanne Winfield,23,B2,,,19-Jan,B,"[Softdrink,Hotdog]",False,True,False,True,False
454,Ibrahim Gerarda,29,B2,,,22-Feb,B,[Softdrink],False,True,False,False,False
440,Jeane Rosalie,32,B2,,,20-Feb,B,[],False,False,False,False,False
289,Humphrey Tamela,20,B2,,,7-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
229,Carey Dakota,21,B2,,,1-Feb,B,[Hotdog],False,False,False,True,False
199,Dennis Roseanne,38,B2,,,5-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
300,Ibrahim Gerarda,29,B2,,,8-Feb,B,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
430,Tad Kathryn,29,B2,,,19-Feb,B,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
340,Kade Fae,21,B2,,,12-Feb,B,[Hotdog],False,False,False,True,False
56,Praise Karina,39,B2,,,25-Jan,B,"[Softdrink,Hotdog]",False,True,False,True,False
217,Byrne Oralie,18,B2,,,10-Feb,B,[Book],False,False,False,False,True
331,Debbi Carley,35,B2,,,11-Feb,B,"[Hotdog,Book,Beer]",False,False,True,True,True
104,Dennis Roseanne,38,B2,,,20-Feb,B,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
122,Moreen Caren,29,B2,,,22-Feb,B,"[Softdrink,Beer]",False,True,True,False,False
413,Sinclair Blythe,30,B2,,,17-Feb,B,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
25,Rebekah Sharlene,40,B2,,,22-Jan,B,"[Hotdog,Book]",False,False,False,True,True
46,Gertrude Jezza,20,B2,,,24-Jan,B,"[Softdrink,Hotdog]",False,True,False,True,False
329,Rebekah Sharlene,40,B2,,,10-Feb,B,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
386,Ty Jenessa,33,B2,,,15-Feb,B,"[Hotdog,Beer]",False,False,True,True,False
153,Ferdinand Dwain,34,B2,,,25-Feb,B,"[Hotdog,Beer]",False,False,True,True,False
197,Connie Nadia,32,B2,,,5-Feb,B,"[Hotdog,Beer]",False,False,True,True,False
256,Melville Brenden,37,B2,,,4-Feb,B,"[Hotdog,Beer]",False,False,True,True,False
179,Moreen Caren,29,B2,,,23-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
521,Rachyl Roly,18,B2,C,Knife,21-Feb,B,[Beer],True,False,True,False,False
366,Dennis Roseanne,38,B2,,,14-Feb,B,[Beer],False,False,True,False,False
484,Rachyl Roly,18,B2,C,Knife,21-Jan,B,"[Hotdog,Beer]",True,False,True,True,False
391,Carey Dakota,21,B2,,,16-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
172,Mikayla Nevil,24,B2,,,23-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
70,Alysa Sara,35,B2,,,20-Jan,B,[Softdrink],False,True,False,False,False
184,Karter Eppie,32,B2,,,7-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
36,Charis June,32,B2,,,23-Jan,B,"[Softdrink,Beer]",False,True,True,False,False
82,Ferdinand Dwain,34,B2,,,19-Feb,B,[],False,False,False,False,False
283,Sinclair Blythe,30,B2,,,6-Feb,B,[Softdrink],False,True,False,False,False
417,Jeane Rosalie,32,B2,,,18-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
353,Byrne Oralie,18,B2,,,13-Feb,B,[Beer],False,False,True,False,False
250,Gertrude Jezza,20,B2,,,3-Feb,B,[Beer],False,False,True,False,False
159,Crew Susanna,20,B2,,,11-Feb,B,[Hotdog],False,False,False,True,False
284,Tad Kathryn,29,B16,,,6-Feb,B,"[Softdrink,Beer]",False,True,True,False,False
13,Connell Sela,37,B16,,,21-Jan,B,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
444,Mikayla Nevil,24,B16,,,20-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
96,Debbi Carley,35,B16,,,20-Feb,B,"[Hotdog,Book,Beer]",False,False,True,True,True
156,Carissa Alexandria,19,B16,,,25-Feb,B,[Hotdog],False,False,False,True,False
52,Tad Kathryn,29,B16,,,24-Jan,B,"[Softdrink,Hotdog]",False,True,False,True,False
274,Roseanne Winfield,23,B16,,,5-Feb,B,"[Hotdog,Book]",False,False,False,True,True
448,Carissa Alexandria,19,B16,,,21-Feb,B,[],False,False,False,False,False
89,Connell Sela,37,B16,,,19-Feb,B,"[Softdrink,Beer]",False,True,True,False,False
464,Ty Jenessa,33,B16,,,23-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
114,Carey Dakota,21,B16,,,21-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
433,Dennis Roseanne,38,B16,,,19-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
396,Moreen Caren,29,B16,,,16-Feb,B,"[Softdrink,Beer]",False,True,True,False,False
239,Lexi Kester,32,B16,,,2-Feb,B,[],False,False,False,False,False
163,Jeane Rosalie,32,B16,,,11-Feb,B,[Book],False,False,False,False,True
371,Roseanne Winfield,23,B16,,,14-Feb,B,[Softdrink],False,True,False,False,False
8,Marcy Ruthie,21,B16,,,19-Jan,B,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
141,Connie Nadia,32,B16,,,24-Feb,B,"[Hotdog,Book]",False,False,False,True,True
292,Sinclair Blythe,30,B16,,,7-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
38,Tad Kathryn,29,B16,,,23-Jan,B,"[Softdrink,Hotdog]",False,True,False,True,False
345,Moreen Caren,29,B16,,,12-Feb,B,[Softdrink],False,True,False,False,False
60,Suz Sophie,27,B16,,,25-Jan,B,"[Softdrink,Hotdog]",False,True,False,True,False
123,Tad Kathryn,29,B16,,,22-Feb,B,[Beer],False,False,True,False,False
326,Kristins Vin,26,B16,,,10-Feb,B,[],False,False,False,False,False
75,Gertie Cierra,33,B16,,,20-Jan,B,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
160,Mikayla Nevil,24,B16,,,11-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
181,Ferdinand Dwain,34,B16,,,23-Feb,B,[Softdrink],False,True,False,False,False
226,Alysa Sara,35,B16,,,1-Feb,B,"[Softdrink,Beer]",False,True,True,False,False
251,Rodger Dorine,21,B16,,,3-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
359,Suz Sophie,27,B16,,,13-Feb,B,"[Softdrink,Hotdog,Book]",False,True,False,True,True
408,Justina Marisa,38,B16,,,17-Feb,B,"[Softdrink,Beer]",False,True,True,False,False
259,Pece Ravi,30,B16,,,4-Feb,B,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
381,Tad Kathryn,29,B16,,,15-Feb,B,[],False,False,False,False,False
127,Humphrey Tamela,20,B16,,,22-Feb,B,"[Softdrink,Hotdog,Book]",False,True,False,True,True
314,Roseanne Winfield,23,B16,,,9-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
420,Connell Sela,37,B16,,,18-Feb,B,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
191,Crew Susanna,20,B16,,,7-Feb,B,"[Softdrink,Hotdog,Book]",False,True,False,True,True
304,Dennis Roseanne,38,B16,,,8-Feb,B,"[Softdrink,Beer]",False,True,True,False,False
199,Dennis Roseanne,38,B16,,,5-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
213,Justina Marisa,38,B16,,,10-Feb,B,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
28,Moreen Caren,29,B16,,,22-Jan,B,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
484,Rachyl Roly,18,B3,C,Knife,21-Jan,B,"[Hotdog,Beer]",True,False,True,True,False
184,Karter Eppie,32,B3,,,7-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
159,Crew Susanna,20,B3,,,11-Feb,B,[Hotdog],False,False,False,True,False
353,Byrne Oralie,18,B3,,,13-Feb,B,[Beer],False,False,True,False,False
221,Bethel Romy,32,B3,,,1-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
57,Ibrahim Gerarda,29,B3,,,25-Jan,B,"[Softdrink,Book,Beer]",False,True,True,False,True
26,Mikayla Nevil,24,B3,,,22-Jan,B,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
329,Rebekah Sharlene,40,B3,,,10-Feb,B,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
440,Jeane Rosalie,32,B3,,,20-Feb,B,[],False,False,False,False,False
179,Moreen Caren,29,B3,,,23-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
36,Charis June,32,B3,,,23-Jan,B,"[Softdrink,Beer]",False,True,True,False,False
454,Ibrahim Gerarda,29,B3,,,22-Feb,B,[Softdrink],False,True,False,False,False
417,Jeane Rosalie,32,B3,,,18-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
122,Moreen Caren,29,B3,,,22-Feb,B,"[Softdrink,Beer]",False,True,True,False,False
47,Roseanne Winfield,23,B3,,,24-Jan,B,[],False,False,False,False,False
431,Praise Karina,39,B3,,,19-Feb,B,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
197,Connie Nadia,32,B3,,,5-Feb,B,"[Hotdog,Beer]",False,False,True,True,False
234,Rebekah Sharlene,40,B3,,,2-Feb,B,"[Softdrink,Book]",False,True,False,False,True
104,Dennis Roseanne,38,B3,,,20-Feb,B,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
243,Humphrey Tamela,20,B3,,,3-Feb,B,"[Softdrink,Hotdog,Book]",False,True,False,True,True
341,Kristins Vin,26,B3,,,12-Feb,B,"[Softdrink,Hotdog,Book]",False,True,False,True,True
392,Charis June,32,B3,,,16-Feb,B,"[Book,Beer]",False,False,True,False,True
521,Rachyl Roly,18,B3,C,Knife,21-Feb,B,[Beer],True,False,True,False,False
366,Dennis Roseanne,38,B3,,,14-Feb,B,[Beer],False,False,True,False,False
300,Ibrahim Gerarda,29,B3,,,8-Feb,B,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
0,Roseanne Winfield,23,B3,,,19-Jan,B,"[Softdrink,Hotdog]",False,True,False,True,False
319,Rebekah Sharlene,40,B3,,,9-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
289,Humphrey Tamela,20,B3,,,7-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
172,Mikayla Nevil,24,B3,,,23-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
331,Debbi Carley,35,B3,,,11-Feb,B,"[Hotdog,Book,Beer]",False,False,True,True,True
199,Dennis Roseanne,38,B3,,,5-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
283,Sinclair Blythe,30,B3,,,6-Feb,B,[Softdrink],False,True,False,False,False
134,Tad Kathryn,29,B3,,,24-Feb,B,"[Hotdog,Beer]",False,False,True,True,False
256,Melville Brenden,37,B3,,,4-Feb,B,"[Hotdog,Beer]",False,False,True,True,False
210,Suz Sophie,27,B3,,,10-Feb,B,"[Softdrink,Beer]",False,True,True,False,False
282,Carey Dakota,21,B18,,,6-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
388,Gertie Cierra,33,B18,,,15-Feb,B,"[Hotdog,Beer]",False,False,True,True,False
170,Ibrahim Gerarda,29,B18,,,11-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
359,Suz Sophie,27,B18,,,13-Feb,B,"[Softdrink,Hotdog,Book]",False,True,False,True,True
14,Julian Monday,21,B18,,,21-Jan,B,"[Hotdog,Beer]",False,False,True,True,False
76,Praise Karina,39,B18,,,20-Jan,B,[Softdrink],False,True,False,False,False
293,Gertrude Jezza,20,B18,,,7-Feb,B,"[Softdrink,Book,Beer]",False,True,True,False,True
50,Baxter Georgene,24,B18,,,24-Jan,B,"[Hotdog,Beer]",False,False,True,True,False
31,Ferdinand Dwain,34,B18,,,22-Jan,B,"[Softdrink,Hotdog,Book]",False,True,False,True,True
449,Sinclair Blythe,30,B18,,,21-Feb,B,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
251,Rodger Dorine,21,B18,,,3-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
115,Gertrude Jezza,20,B18,,,21-Feb,B,"[Softdrink,Hotdog,Book]",False,True,False,True,True
469,Connie Nadia,32,B18,,,23-Feb,B,"[Softdrink,Book,Beer]",False,True,True,False,True
304,Dennis Roseanne,38,B18,,,8-Feb,B,"[Softdrink,Beer]",False,True,True,False,False
350,Melville Brenden,37,B18,,,12-Feb,B,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
156,Carissa Alexandria,19,B18,,,25-Feb,B,[Hotdog],False,False,False,True,False
408,Justina Marisa,38,B18,,,17-Feb,B,"[Softdrink,Beer]",False,True,True,False,False
106,Kade Fae,21,B18,,,20-Feb,B,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
420,Connell Sela,37,B18,,,18-Feb,B,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
9,Connie Nadia,32,B18,,,19-Jan,B,"[Softdrink,Book,Beer]",False,True,True,False,True
178,Praise Karina,39,B18,,,23-Feb,B,"[Softdrink,Beer]",False,True,True,False,False
142,Ty Jenessa,33,B18,,,24-Feb,B,[],False,False,False,False,False
90,Mikayla Nevil,24,B18,,,19-Feb,B,"[Hotdog,Beer]",False,False,True,True,False
39,Ferdinand Dwain,34,B18,,,23-Jan,B,"[Softdrink,Hotdog]",False,True,False,True,False
123,Tad Kathryn,29,B18,,,22-Feb,B,[Beer],False,False,True,False,False
127,Humphrey Tamela,20,B18,,,22-Feb,B,"[Softdrink,Hotdog,Book]",False,True,False,True,True
433,Dennis Roseanne,38,B18,,,19-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
164,Lorraine Alyse,34,B18,,,11-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
211,Lexi Kester,32,B18,,,10-Feb,B,[Softdrink],False,True,False,False,False
227,Charis June,32,B18,,,1-Feb,B,"[Softdrink,Beer]",False,True,True,False,False
260,Lexi Kester,32,B18,,,4-Feb,B,"[Softdrink,Hotdog,Book]",False,True,False,True,True
213,Justina Marisa,38,B18,,,10-Feb,B,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
240,Ty Jenessa,33,B18,,,2-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
199,Dennis Roseanne,38,B18,,,5-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
398,Lexi Kester,32,B18,,,16-Feb,B,[],False,False,False,False,False
275,Humphrey Tamela,20,B18,,,5-Feb,B,[Softdrink],False,True,False,False,False
372,Jeane Rosalie,32,B18,,,14-Feb,B,[],False,False,False,False,False
61,Bethel Romy,32,B18,,,25-Jan,B,"[Softdrink,Book]",False,True,False,False,True
443,Baxter Georgene,24,B18,,,20-Feb,B,[],False,False,False,False,False
193,Ren Aron,37,B18,,,7-Feb,B,[Softdrink],False,True,False,False,False
315,Justina Marisa,38,B18,,,9-Feb,B,[],False,False,False,False,False
172,Mikayla Nevil,24,B4,,,23-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
11,Kristins Vin,26,B4,,,21-Jan,B,"[Softdrink,Book]",False,True,False,False,True
366,Dennis Roseanne,38,B4,,,14-Feb,B,[Beer],False,False,True,False,False
353,Byrne Oralie,18,B4,,,13-Feb,B,[Beer],False,False,True,False,False
184,Karter Eppie,32,B4,,,7-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
454,Ibrahim Gerarda,29,B4,,,22-Feb,B,[Softdrink],False,True,False,False,False
392,Charis June,32,B4,,,16-Feb,B,"[Book,Beer]",False,False,True,False,True
278,Dennis Roseanne,38,B4,,,6-Feb,B,"[Softdrink,Hotdog,Book]",False,True,False,True,True
290,Pece Ravi,30,B4,,,7-Feb,B,"[Softdrink,Hotdog,Book]",False,True,False,True,True
311,Byrne Oralie,18,B4,,,9-Feb,B,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
234,Rebekah Sharlene,40,B4,,,2-Feb,B,"[Softdrink,Book]",False,True,False,False,True
135,Byrne Oralie,18,B4,,,24-Feb,B,"[Hotdog,Beer]",False,False,True,True,False
379,Gertrude Jezza,20,B4,,,15-Feb,B,[],False,False,False,False,False
417,Jeane Rosalie,32,B4,,,18-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
441,Karter Eppie,32,B4,,,20-Feb,B,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
300,Ibrahim Gerarda,29,B4,,,8-Feb,B,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
244,Debbi Carley,35,B4,,,3-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
123,Tad Kathryn,29,B4,,,22-Feb,B,[Beer],False,False,True,False,False
159,Crew Susanna,20,B4,,,11-Feb,B,[Hotdog],False,False,False,True,False
329,Rebekah Sharlene,40,B4,,,10-Feb,B,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
490,Sinclair Kendal,21,B4,A,Fight,24-Jan,B,"[Softdrink,Hotdog]",True,True,False,True,False
197,Connie Nadia,32,B4,,,5-Feb,B,"[Hotdog,Beer]",False,False,True,True,False
431,Praise Karina,39,B4,,,19-Feb,B,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
111,Rebekah Sharlene,40,B4,,,21-Feb,B,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
211,Lexi Kester,32,B4,,,10-Feb,B,[Softdrink],False,True,False,False,False
95,Justina Marisa,38,B4,,,20-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
179,Moreen Caren,29,B4,,,23-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
57,Ibrahim Gerarda,29,B4,,,25-Jan,B,"[Softdrink,Book,Beer]",False,True,True,False,True
112,Gertie Cierra,33,B4,,,21-Feb,B,"[Book,Beer]",False,False,True,False,True
26,Mikayla Nevil,24,B4,,,22-Jan,B,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
272,Marcy Ruthie,21,B4,,,5-Feb,B,"[Hotdog,Book]",False,False,False,True,True
36,Charis June,32,B4,,,23-Jan,B,"[Softdrink,Beer]",False,True,True,False,False
221,Bethel Romy,32,B4,,,1-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
341,Kristins Vin,26,B4,,,12-Feb,B,"[Softdrink,Hotdog,Book]",False,True,False,True,True
256,Melville Brenden,37,B4,,,4-Feb,B,"[Hotdog,Beer]",False,False,True,True,False
73,Connell Sela,37,B4,,,20-Jan,B,"[Book,Beer]",False,False,True,False,True
332,Gertie Cierra,33,B4,,,11-Feb,B,[Hotdog],False,False,False,True,False
38,Tad Kathryn,29,B17,,,23-Jan,B,"[Softdrink,Hotdog]",False,True,False,True,False
52,Tad Kathryn,29,B17,,,24-Jan,B,"[Softdrink,Hotdog]",False,True,False,True,False
127,Humphrey Tamela,20,B17,,,22-Feb,B,"[Softdrink,Hotdog,Book]",False,True,False,True,True
211,Lexi Kester,32,B17,,,10-Feb,B,[Softdrink],False,True,False,False,False
396,Moreen Caren,29,B17,,,16-Feb,B,"[Softdrink,Beer]",False,True,True,False,False
304,Dennis Roseanne,38,B17,,,8-Feb,B,"[Softdrink,Beer]",False,True,True,False,False
141,Connie Nadia,32,B17,,,24-Feb,B,"[Hotdog,Book]",False,False,False,True,True
444,Mikayla Nevil,24,B17,,,20-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
464,Ty Jenessa,33,B17,,,23-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
31,Ferdinand Dwain,34,B17,,,22-Jan,B,"[Softdrink,Hotdog,Book]",False,True,False,True,True
89,Connell Sela,37,B17,,,19-Feb,B,"[Softdrink,Beer]",False,True,True,False,False
13,Connell Sela,37,B17,,,21-Jan,B,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
408,Justina Marisa,38,B17,,,17-Feb,B,"[Softdrink,Beer]",False,True,True,False,False
371,Roseanne Winfield,23,B17,,,14-Feb,B,[Softdrink],False,True,False,False,False
284,Tad Kathryn,29,B17,,,6-Feb,B,"[Softdrink,Beer]",False,True,True,False,False
123,Tad Kathryn,29,B17,,,22-Feb,B,[Beer],False,False,True,False,False
106,Kade Fae,21,B17,,,20-Feb,B,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
239,Lexi Kester,32,B17,,,2-Feb,B,[],False,False,False,False,False
8,Marcy Ruthie,21,B17,,,19-Jan,B,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
260,Lexi Kester,32,B17,,,4-Feb,B,"[Softdrink,Hotdog,Book]",False,True,False,True,True
274,Roseanne Winfield,23,B17,,,5-Feb,B,"[Hotdog,Book]",False,False,False,True,True
75,Gertie Cierra,33,B17,,,20-Jan,B,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
226,Alysa Sara,35,B17,,,1-Feb,B,"[Softdrink,Beer]",False,True,True,False,False
420,Connell Sela,37,B17,,,18-Feb,B,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
114,Carey Dakota,21,B17,,,21-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
433,Dennis Roseanne,38,B17,,,19-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
199,Dennis Roseanne,38,B17,,,5-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
156,Carissa Alexandria,19,B17,,,25-Feb,B,[Hotdog],False,False,False,True,False
345,Moreen Caren,29,B17,,,12-Feb,B,[Softdrink],False,True,False,False,False
191,Crew Susanna,20,B17,,,7-Feb,B,"[Softdrink,Hotdog,Book]",False,True,False,True,True
163,Jeane Rosalie,32,B17,,,11-Feb,B,[Book],False,False,False,False,True
178,Praise Karina,39,B17,,,23-Feb,B,"[Softdrink,Beer]",False,True,True,False,False
449,Sinclair Blythe,30,B17,,,21-Feb,B,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
359,Suz Sophie,27,B17,,,13-Feb,B,"[Softdrink,Hotdog,Book]",False,True,False,True,True
251,Rodger Dorine,21,B17,,,3-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
213,Justina Marisa,38,B17,,,10-Feb,B,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
388,Gertie Cierra,33,B17,,,15-Feb,B,"[Hotdog,Beer]",False,False,True,True,False
293,Gertrude Jezza,20,B17,,,7-Feb,B,"[Softdrink,Book,Beer]",False,True,True,False,True
160,Mikayla Nevil,24,B17,,,11-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
61,Bethel Romy,32,B17,,,25-Jan,B,"[Softdrink,Book]",False,True,False,False,True
315,Justina Marisa,38,B17,,,9-Feb,B,[],False,False,False,False,False
407,Gertrude Jezza,20,B13,,,17-Feb,B,[Softdrink],False,True,False,False,False
303,Bethel Romy,32,B13,,,8-Feb,B,"[Book,Beer]",False,False,True,False,True
238,Lorraine Alyse,34,B13,,,2-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
313,Rodger Dorine,21,B13,,,9-Feb,B,"[Softdrink,Beer]",False,True,True,False,False
325,Charis June,32,B13,,,10-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
249,Praise Karina,39,B13,,,3-Feb,B,[Softdrink],False,True,False,False,False
7,Jeane Rosalie,32,B13,,,19-Jan,B,"[Softdrink,Beer]",False,True,True,False,False
208,Mikayla Nevil,24,B13,,,5-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
51,Connell Sela,37,B13,,,24-Jan,B,[Beer],False,False,True,False,False
74,Carissa Alexandria,19,B13,,,20-Jan,B,"[Softdrink,Beer]",False,True,True,False,False
30,Bethel Romy,32,B13,,,22-Jan,B,[Softdrink],False,True,False,False,False
356,Tad Kathryn,29,B13,,,13-Feb,B,[Hotdog],False,False,False,True,False
190,Ibrahim Gerarda,29,B13,,,7-Feb,B,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
139,Connell Sela,37,B13,,,24-Feb,B,"[Softdrink,Book]",False,True,False,False,True
343,Karter Eppie,32,B13,,,12-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
334,Lexi Kester,32,B13,,,11-Feb,B,"[Softdrink,Hotdog,Book]",False,True,False,True,True
151,Kade Fae,21,B13,,,25-Feb,B,"[Hotdog,Beer]",False,False,True,True,False
212,Bethel Romy,32,B13,,,10-Feb,B,"[Softdrink,Beer]",False,True,True,False,False
395,Byrne Oralie,18,B13,,,16-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
423,Justina Marisa,38,B13,,,18-Feb,B,"[Softdrink,Book]",False,True,False,False,True
175,Julian Monday,21,B13,,,23-Feb,B,"[Softdrink,Book]",False,True,False,False,True
60,Suz Sophie,27,B13,,,25-Jan,B,"[Softdrink,Hotdog]",False,True,False,True,False
381,Tad Kathryn,29,B13,,,15-Feb,B,[],False,False,False,False,False
126,Justina Marisa,38,B13,,,22-Feb,B,"[Hotdog,Book,Beer]",False,False,True,True,True
370,Justina Marisa,38,B13,,,14-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
281,Gertie Cierra,33,B13,,,6-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
84,Kristins Vin,26,B13,,,19-Feb,B,"[Hotdog,Book,Beer]",False,False,True,True,True
87,Bethel Romy,32,B13,,,19-Feb,B,"[Hotdog,Book,Beer]",False,False,True,True,True
456,Sinclair Blythe,30,B13,,,22-Feb,B,"[Softdrink,Book]",False,True,False,False,True
442,Marcy Ruthie,21,B13,,,20-Feb,B,[Softdrink],False,True,False,False,False
162,Praise Karina,39,B13,,,11-Feb,B,"[Softdrink,Beer]",False,True,True,False,False
259,Pece Ravi,30,B13,,,4-Feb,B,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
231,Dennis Roseanne,38,B13,,,1-Feb,B,[Hotdog],False,False,False,True,False
51,Connell Sela,37,B15,,,24-Jan,B,[Beer],False,False,True,False,False
96,Debbi Carley,35,B15,,,20-Feb,B,"[Hotdog,Book,Beer]",False,False,True,True,True
371,Roseanne Winfield,23,B15,,,14-Feb,B,[Softdrink],False,True,False,False,False
251,Rodger Dorine,21,B15,,,3-Feb,B,"[Softdrink,Hotdog]",False,True,False,True,False
155,Lorraine Alyse,34,B15,,,25-Feb,B,"[Book,Beer]",False,False,True,False,True
84,Kristins Vin,26,B15,,,19-Feb,B,"[Hotdog,Book,Beer]",False,False,True,True,True
